NOM BARRI,EDATS,TOTAL HOMES,TOTAL DONES,TOTAL
CENTRE HISTORIC,DE   0  A   5  ANYS,344,345,689
CENTRE HISTORIC,DE   6  A  10  ANYS,276,229,505
CENTRE HISTORIC,DE  11  A  15  ANYS,200,163,363
CENTRE HISTORIC,DE  16  A  20  ANYS,220,223,443
CENTRE HISTORIC,DE  21  A  25  ANYS,324,295,619
CENTRE HISTORIC,DE  26  A  30  ANYS,401,379,780
CENTRE HISTORIC,DE  31  A  35  ANYS,562,488,1050
CENTRE HISTORIC,DE  36  A  40  ANYS,690,451,1141
CENTRE HISTORIC,DE  41  A  45  ANYS,599,440,1039
CENTRE HISTORIC,DE  46  A  50  ANYS,492,360,852
CENTRE HISTORIC,DE  51  A  55  ANYS,394,303,697
CENTRE HISTORIC,DE  56  A  60  ANYS,255,214,469
CENTRE HISTORIC,DE  61  A  65  ANYS,203,183,386
CENTRE HISTORIC,DE  66  A  70  ANYS,136,151,287
CENTRE HISTORIC,DE  71  A  75  ANYS,114,175,289
CENTRE HISTORIC,DE  76  A  80  ANYS,99,179,278
CENTRE HISTORIC,MES   DE   80  ANYS,172,405,577
RAMBLA FERRAN - ESTACIO,DE   0  A   5  ANYS,114,114,228
RAMBLA FERRAN - ESTACIO,DE   6  A  10  ANYS,72,97,169
RAMBLA FERRAN - ESTACIO,DE  11  A  15  ANYS,77,68,145
RAMBLA FERRAN - ESTACIO,DE  16  A  20  ANYS,82,77,159
RAMBLA FERRAN - ESTACIO,DE  21  A  25  ANYS,129,144,273
RAMBLA FERRAN - ESTACIO,DE  26  A  30  ANYS,159,175,334
RAMBLA FERRAN - ESTACIO,DE  31  A  35  ANYS,220,166,386
RAMBLA FERRAN - ESTACIO,DE  36  A  40  ANYS,237,164,401
RAMBLA FERRAN - ESTACIO,DE  41  A  45  ANYS,234,150,384
RAMBLA FERRAN - ESTACIO,DE  46  A  50  ANYS,172,152,324
RAMBLA FERRAN - ESTACIO,DE  51  A  55  ANYS,150,144,294
RAMBLA FERRAN - ESTACIO,DE  56  A  60  ANYS,121,125,246
RAMBLA FERRAN - ESTACIO,DE  61  A  65  ANYS,92,103,195
RAMBLA FERRAN - ESTACIO,DE  66  A  70  ANYS,69,62,131
RAMBLA FERRAN - ESTACIO,DE  71  A  75  ANYS,39,51,90
RAMBLA FERRAN - ESTACIO,DE  76  A  80  ANYS,38,58,96
RAMBLA FERRAN - ESTACIO,MES   DE   80  ANYS,56,117,173
UNIVERSITAT,DE   0  A   5  ANYS,273,250,523
UNIVERSITAT,DE   6  A  10  ANYS,214,213,427
UNIVERSITAT,DE  11  A  15  ANYS,204,235,439
UNIVERSITAT,DE  16  A  20  ANYS,266,274,540
UNIVERSITAT,DE  21  A  25  ANYS,291,381,672
UNIVERSITAT,DE  26  A  30  ANYS,368,355,723
UNIVERSITAT,DE  31  A  35  ANYS,374,376,750
UNIVERSITAT,DE  36  A  40  ANYS,449,361,810
UNIVERSITAT,DE  41  A  45  ANYS,422,380,802
UNIVERSITAT,DE  46  A  50  ANYS,381,430,811
UNIVERSITAT,DE  51  A  55  ANYS,382,443,825
UNIVERSITAT,DE  56  A  60  ANYS,389,433,822
UNIVERSITAT,DE  61  A  65  ANYS,276,360,636
UNIVERSITAT,DE  66  A  70  ANYS,291,378,669
UNIVERSITAT,DE  71  A  75  ANYS,215,273,488
UNIVERSITAT,DE  76  A  80  ANYS,170,273,443
UNIVERSITAT,MES   DE   80  ANYS,293,633,926
PRINCEP DE VIANA - CLOT,DE   0  A   5  ANYS,309,296,605
PRINCEP DE VIANA - CLOT,DE   6  A  10  ANYS,247,266,513
PRINCEP DE VIANA - CLOT,DE  11  A  15  ANYS,285,245,530
PRINCEP DE VIANA - CLOT,DE  16  A  20  ANYS,290,261,551
PRINCEP DE VIANA - CLOT,DE  21  A  25  ANYS,367,329,696
PRINCEP DE VIANA - CLOT,DE  26  A  30  ANYS,356,372,728
PRINCEP DE VIANA - CLOT,DE  31  A  35  ANYS,463,386,849
PRINCEP DE VIANA - CLOT,DE  36  A  40  ANYS,492,434,926
PRINCEP DE VIANA - CLOT,DE  41  A  45  ANYS,501,417,918
PRINCEP DE VIANA - CLOT,DE  46  A  50  ANYS,489,438,927
PRINCEP DE VIANA - CLOT,DE  51  A  55  ANYS,433,451,884
PRINCEP DE VIANA - CLOT,DE  56  A  60  ANYS,348,341,689
PRINCEP DE VIANA - CLOT,DE  61  A  65  ANYS,259,338,597
PRINCEP DE VIANA - CLOT,DE  66  A  70  ANYS,261,334,595
PRINCEP DE VIANA - CLOT,DE  71  A  75  ANYS,182,232,414
PRINCEP DE VIANA - CLOT,DE  76  A  80  ANYS,153,250,403
PRINCEP DE VIANA - CLOT,MES   DE   80  ANYS,246,448,694
INSTITUTS - TEMPLERS,DE   0  A   5  ANYS,175,170,345
INSTITUTS - TEMPLERS,DE   6  A  10  ANYS,178,163,341
INSTITUTS - TEMPLERS,DE  11  A  15  ANYS,156,171,327
INSTITUTS - TEMPLERS,DE  16  A  20  ANYS,178,160,338
INSTITUTS - TEMPLERS,DE  21  A  25  ANYS,195,216,411
INSTITUTS - TEMPLERS,DE  26  A  30  ANYS,207,212,419
INSTITUTS - TEMPLERS,DE  31  A  35  ANYS,222,227,449
INSTITUTS - TEMPLERS,DE  36  A  40  ANYS,280,263,543
INSTITUTS - TEMPLERS,DE  41  A  45  ANYS,275,234,509
INSTITUTS - TEMPLERS,DE  46  A  50  ANYS,261,317,578
INSTITUTS - TEMPLERS,DE  51  A  55  ANYS,250,291,541
INSTITUTS - TEMPLERS,DE  56  A  60  ANYS,211,233,444
INSTITUTS - TEMPLERS,DE  61  A  65  ANYS,170,214,384
INSTITUTS - TEMPLERS,DE  66  A  70  ANYS,147,221,368
INSTITUTS - TEMPLERS,DE  71  A  75  ANYS,124,152,276
INSTITUTS - TEMPLERS,DE  76  A  80  ANYS,106,167,273
INSTITUTS - TEMPLERS,MES   DE   80  ANYS,166,270,436
XALETS - HUMBERT TORRES,DE   0  A   5  ANYS,90,87,177
XALETS - HUMBERT TORRES,DE   6  A  10  ANYS,64,83,147
XALETS - HUMBERT TORRES,DE  11  A  15  ANYS,76,64,140
XALETS - HUMBERT TORRES,DE  16  A  20  ANYS,108,89,197
XALETS - HUMBERT TORRES,DE  21  A  25  ANYS,137,102,239
XALETS - HUMBERT TORRES,DE  26  A  30  ANYS,130,120,250
XALETS - HUMBERT TORRES,DE  31  A  35  ANYS,145,130,275
XALETS - HUMBERT TORRES,DE  36  A  40  ANYS,146,133,279
XALETS - HUMBERT TORRES,DE  41  A  45  ANYS,145,126,271
XALETS - HUMBERT TORRES,DE  46  A  50  ANYS,130,138,268
XALETS - HUMBERT TORRES,DE  51  A  55  ANYS,120,148,268
XALETS - HUMBERT TORRES,DE  56  A  60  ANYS,125,152,277
XALETS - HUMBERT TORRES,DE  61  A  65  ANYS,134,155,289
XALETS - HUMBERT TORRES,DE  66  A  70  ANYS,115,156,271
XALETS - HUMBERT TORRES,DE  71  A  75  ANYS,105,137,242
XALETS - HUMBERT TORRES,DE  76  A  80  ANYS,65,106,171
XALETS - HUMBERT TORRES,MES   DE   80  ANYS,111,202,313
"CAMP D,ESPORTS",DE   0  A   5  ANYS,95,77,172
"CAMP D,ESPORTS",DE   6  A  10  ANYS,98,84,182
"CAMP D,ESPORTS",DE  11  A  15  ANYS,104,90,194
"CAMP D,ESPORTS",DE  16  A  20  ANYS,100,123,223
"CAMP D,ESPORTS",DE  21  A  25  ANYS,140,134,274
"CAMP D,ESPORTS",DE  26  A  30  ANYS,126,120,246
"CAMP D,ESPORTS",DE  31  A  35  ANYS,125,152,277
"CAMP D,ESPORTS",DE  36  A  40  ANYS,172,154,326
"CAMP D,ESPORTS",DE  41  A  45  ANYS,143,159,302
"CAMP D,ESPORTS",DE  46  A  50  ANYS,163,151,314
"CAMP D,ESPORTS",DE  51  A  55  ANYS,166,175,341
"CAMP D,ESPORTS",DE  56  A  60  ANYS,158,176,334
"CAMP D,ESPORTS",DE  61  A  65  ANYS,139,171,310
"CAMP D,ESPORTS",DE  66  A  70  ANYS,134,164,298
"CAMP D,ESPORTS",DE  71  A  75  ANYS,86,121,207
"CAMP D,ESPORTS",DE  76  A  80  ANYS,81,112,193
"CAMP D,ESPORTS",MES   DE   80  ANYS,111,236,347
JOC DE LA BOLA,DE   0  A   5  ANYS,72,66,138
JOC DE LA BOLA,DE   6  A  10  ANYS,84,75,159
JOC DE LA BOLA,DE  11  A  15  ANYS,87,103,190
JOC DE LA BOLA,DE  16  A  20  ANYS,109,135,244
JOC DE LA BOLA,DE  21  A  25  ANYS,137,126,263
JOC DE LA BOLA,DE  26  A  30  ANYS,101,81,182
JOC DE LA BOLA,DE  31  A  35  ANYS,74,70,144
JOC DE LA BOLA,DE  36  A  40  ANYS,70,81,151
JOC DE LA BOLA,DE  41  A  45  ANYS,82,108,190
JOC DE LA BOLA,DE  46  A  50  ANYS,118,164,282
JOC DE LA BOLA,DE  51  A  55  ANYS,188,216,404
JOC DE LA BOLA,DE  56  A  60  ANYS,139,139,278
JOC DE LA BOLA,DE  61  A  65  ANYS,107,134,241
JOC DE LA BOLA,DE  66  A  70  ANYS,83,98,181
JOC DE LA BOLA,DE  71  A  75  ANYS,58,59,117
JOC DE LA BOLA,DE  76  A  80  ANYS,35,46,81
JOC DE LA BOLA,MES   DE   80  ANYS,36,71,107
MARIOLA,DE   0  A   5  ANYS,439,394,833
MARIOLA,DE   6  A  10  ANYS,291,343,634
MARIOLA,DE  11  A  15  ANYS,257,254,511
MARIOLA,DE  16  A  20  ANYS,258,281,539
MARIOLA,DE  21  A  25  ANYS,333,316,649
MARIOLA,DE  26  A  30  ANYS,382,370,752
MARIOLA,DE  31  A  35  ANYS,476,440,916
MARIOLA,DE  36  A  40  ANYS,549,395,944
MARIOLA,DE  41  A  45  ANYS,474,352,826
MARIOLA,DE  46  A  50  ANYS,395,362,757
MARIOLA,DE  51  A  55  ANYS,387,379,766
MARIOLA,DE  56  A  60  ANYS,322,345,667
MARIOLA,DE  61  A  65  ANYS,297,325,622
MARIOLA,DE  66  A  70  ANYS,253,292,545
MARIOLA,DE  71  A  75  ANYS,191,280,471
MARIOLA,DE  76  A  80  ANYS,198,250,448
MARIOLA,MES   DE   80  ANYS,206,394,600
BALAFIA,DE   0  A   5  ANYS,625,590,1215
BALAFIA,DE   6  A  10  ANYS,565,562,1127
BALAFIA,DE  11  A  15  ANYS,356,352,708
BALAFIA,DE  16  A  20  ANYS,295,273,568
BALAFIA,DE  21  A  25  ANYS,332,331,663
BALAFIA,DE  26  A  30  ANYS,348,412,760
BALAFIA,DE  31  A  35  ANYS,567,605,1172
BALAFIA,DE  36  A  40  ANYS,890,808,1698
BALAFIA,DE  41  A  45  ANYS,758,673,1431
BALAFIA,DE  46  A  50  ANYS,597,554,1151
BALAFIA,DE  51  A  55  ANYS,438,395,833
BALAFIA,DE  56  A  60  ANYS,341,333,674
BALAFIA,DE  61  A  65  ANYS,252,284,536
BALAFIA,DE  66  A  70  ANYS,231,272,503
BALAFIA,DE  71  A  75  ANYS,160,227,387
BALAFIA,DE  76  A  80  ANYS,146,185,331
BALAFIA,MES   DE   80  ANYS,195,338,533
SECA DE SANT PERE,DE   0  A   5  ANYS,137,147,284
SECA DE SANT PERE,DE   6  A  10  ANYS,129,137,266
SECA DE SANT PERE,DE  11  A  15  ANYS,129,127,256
SECA DE SANT PERE,DE  16  A  20  ANYS,111,93,204
SECA DE SANT PERE,DE  21  A  25  ANYS,99,89,188
SECA DE SANT PERE,DE  26  A  30  ANYS,118,99,217
SECA DE SANT PERE,DE  31  A  35  ANYS,142,139,281
SECA DE SANT PERE,DE  36  A  40  ANYS,175,180,355
SECA DE SANT PERE,DE  41  A  45  ANYS,187,172,359
SECA DE SANT PERE,DE  46  A  50  ANYS,167,147,314
SECA DE SANT PERE,DE  51  A  55  ANYS,138,106,244
SECA DE SANT PERE,DE  56  A  60  ANYS,107,83,190
SECA DE SANT PERE,DE  61  A  65  ANYS,88,90,178
SECA DE SANT PERE,DE  66  A  70  ANYS,78,103,181
SECA DE SANT PERE,DE  71  A  75  ANYS,46,67,113
SECA DE SANT PERE,DE  76  A  80  ANYS,56,69,125
SECA DE SANT PERE,MES   DE   80  ANYS,41,78,119
PARDINYES,DE   0  A   5  ANYS,494,442,936
PARDINYES,DE   6  A  10  ANYS,490,396,886
PARDINYES,DE  11  A  15  ANYS,410,400,810
PARDINYES,DE  16  A  20  ANYS,349,295,644
PARDINYES,DE  21  A  25  ANYS,334,335,669
PARDINYES,DE  26  A  30  ANYS,347,386,733
PARDINYES,DE  31  A  35  ANYS,487,485,972
PARDINYES,DE  36  A  40  ANYS,649,627,1276
PARDINYES,DE  41  A  45  ANYS,659,672,1331
PARDINYES,DE  46  A  50  ANYS,645,592,1237
PARDINYES,DE  51  A  55  ANYS,508,466,974
PARDINYES,DE  56  A  60  ANYS,360,359,719
PARDINYES,DE  61  A  65  ANYS,247,268,515
PARDINYES,DE  66  A  70  ANYS,196,246,442
PARDINYES,DE  71  A  75  ANYS,99,151,250
PARDINYES,DE  76  A  80  ANYS,105,183,288
PARDINYES,MES   DE   80  ANYS,149,256,405
CAPPONT,DE   0  A   5  ANYS,445,437,882
CAPPONT,DE   6  A  10  ANYS,322,304,626
CAPPONT,DE  11  A  15  ANYS,304,261,565
CAPPONT,DE  16  A  20  ANYS,290,266,556
CAPPONT,DE  21  A  25  ANYS,309,285,594
CAPPONT,DE  26  A  30  ANYS,407,397,804
CAPPONT,DE  31  A  35  ANYS,521,513,1034
CAPPONT,DE  36  A  40  ANYS,614,565,1179
CAPPONT,DE  41  A  45  ANYS,534,521,1055
CAPPONT,DE  46  A  50  ANYS,482,473,955
CAPPONT,DE  51  A  55  ANYS,411,426,837
CAPPONT,DE  56  A  60  ANYS,350,362,712
CAPPONT,DE  61  A  65  ANYS,286,325,611
CAPPONT,DE  66  A  70  ANYS,232,265,497
CAPPONT,DE  71  A  75  ANYS,145,207,352
CAPPONT,DE  76  A  80  ANYS,146,220,366
CAPPONT,MES   DE   80  ANYS,197,326,523
LA BORDETA,DE   0  A   5  ANYS,524,436,960
LA BORDETA,DE   6  A  10  ANYS,469,412,881
LA BORDETA,DE  11  A  15  ANYS,398,390,788
LA BORDETA,DE  16  A  20  ANYS,362,337,699
LA BORDETA,DE  21  A  25  ANYS,365,334,699
LA BORDETA,DE  26  A  30  ANYS,391,386,777
LA BORDETA,DE  31  A  35  ANYS,544,543,1087
LA BORDETA,DE  36  A  40  ANYS,700,666,1366
LA BORDETA,DE  41  A  45  ANYS,637,620,1257
LA BORDETA,DE  46  A  50  ANYS,585,534,1119
LA BORDETA,DE  51  A  55  ANYS,480,444,924
LA BORDETA,DE  56  A  60  ANYS,356,367,723
LA BORDETA,DE  61  A  65  ANYS,296,313,609
LA BORDETA,DE  66  A  70  ANYS,252,221,473
LA BORDETA,DE  71  A  75  ANYS,139,188,327
LA BORDETA,DE  76  A  80  ANYS,123,169,292
LA BORDETA,MES   DE   80  ANYS,160,275,435
MAGRANERS,DE   0  A   5  ANYS,83,71,154
MAGRANERS,DE   6  A  10  ANYS,87,72,159
MAGRANERS,DE  11  A  15  ANYS,80,76,156
MAGRANERS,DE  16  A  20  ANYS,77,71,148
MAGRANERS,DE  21  A  25  ANYS,92,97,189
MAGRANERS,DE  26  A  30  ANYS,87,106,193
MAGRANERS,DE  31  A  35  ANYS,124,98,222
MAGRANERS,DE  36  A  40  ANYS,119,106,225
MAGRANERS,DE  41  A  45  ANYS,96,98,194
MAGRANERS,DE  46  A  50  ANYS,107,110,217
MAGRANERS,DE  51  A  55  ANYS,101,74,175
MAGRANERS,DE  56  A  60  ANYS,84,85,169
MAGRANERS,DE  61  A  65  ANYS,58,51,109
MAGRANERS,DE  66  A  70  ANYS,59,55,114
MAGRANERS,DE  71  A  75  ANYS,39,45,84
MAGRANERS,DE  76  A  80  ANYS,38,47,85
MAGRANERS,MES   DE   80  ANYS,36,75,111
CAPPONT-POLIGON-VILANOV.,DE   0  A   5  ANYS,160,159,319
CAPPONT-POLIGON-VILANOV.,DE   6  A  10  ANYS,106,109,215
CAPPONT-POLIGON-VILANOV.,DE  11  A  15  ANYS,41,60,101
CAPPONT-POLIGON-VILANOV.,DE  16  A  20  ANYS,54,53,107
CAPPONT-POLIGON-VILANOV.,DE  21  A  25  ANYS,49,77,126
CAPPONT-POLIGON-VILANOV.,DE  26  A  30  ANYS,100,116,216
CAPPONT-POLIGON-VILANOV.,DE  31  A  35  ANYS,181,169,350
CAPPONT-POLIGON-VILANOV.,DE  36  A  40  ANYS,185,201,386
CAPPONT-POLIGON-VILANOV.,DE  41  A  45  ANYS,147,129,276
CAPPONT-POLIGON-VILANOV.,DE  46  A  50  ANYS,120,99,219
CAPPONT-POLIGON-VILANOV.,DE  51  A  55  ANYS,92,94,186
CAPPONT-POLIGON-VILANOV.,DE  56  A  60  ANYS,83,74,157
CAPPONT-POLIGON-VILANOV.,DE  61  A  65  ANYS,54,55,109
CAPPONT-POLIGON-VILANOV.,DE  66  A  70  ANYS,32,40,72
CAPPONT-POLIGON-VILANOV.,DE  71  A  75  ANYS,23,30,53
CAPPONT-POLIGON-VILANOV.,DE  76  A  80  ANYS,14,21,35
CAPPONT-POLIGON-VILANOV.,MES   DE   80  ANYS,22,30,52
BUTSENIT,DE   0  A   5  ANYS,22,18,40
BUTSENIT,DE   6  A  10  ANYS,21,21,42
BUTSENIT,DE  11  A  15  ANYS,42,27,69
BUTSENIT,DE  16  A  20  ANYS,28,29,57
BUTSENIT,DE  21  A  25  ANYS,34,33,67
BUTSENIT,DE  26  A  30  ANYS,22,30,52
BUTSENIT,DE  31  A  35  ANYS,45,35,80
BUTSENIT,DE  36  A  40  ANYS,42,40,82
BUTSENIT,DE  41  A  45  ANYS,54,40,94
BUTSENIT,DE  46  A  50  ANYS,62,51,113
BUTSENIT,DE  51  A  55  ANYS,62,60,122
BUTSENIT,DE  56  A  60  ANYS,45,41,86
BUTSENIT,DE  61  A  65  ANYS,57,60,117
BUTSENIT,DE  66  A  70  ANYS,46,55,101
BUTSENIT,DE  71  A  75  ANYS,46,50,96
BUTSENIT,DE  76  A  80  ANYS,30,49,79
BUTSENIT,MES   DE   80  ANYS,58,86,144
TORRES DE SANUI,DE   0  A   5  ANYS,90,67,157
TORRES DE SANUI,DE   6  A  10  ANYS,73,81,154
TORRES DE SANUI,DE  11  A  15  ANYS,78,83,161
TORRES DE SANUI,DE  16  A  20  ANYS,92,76,168
TORRES DE SANUI,DE  21  A  25  ANYS,91,81,172
TORRES DE SANUI,DE  26  A  30  ANYS,79,77,156
TORRES DE SANUI,DE  31  A  35  ANYS,65,68,133
TORRES DE SANUI,DE  36  A  40  ANYS,88,79,167
TORRES DE SANUI,DE  41  A  45  ANYS,99,112,211
TORRES DE SANUI,DE  46  A  50  ANYS,104,105,209
TORRES DE SANUI,DE  51  A  55  ANYS,113,139,252
TORRES DE SANUI,DE  56  A  60  ANYS,112,116,228
TORRES DE SANUI,DE  61  A  65  ANYS,94,85,179
TORRES DE SANUI,DE  66  A  70  ANYS,63,66,129
TORRES DE SANUI,DE  71  A  75  ANYS,44,29,73
TORRES DE SANUI,DE  76  A  80  ANYS,29,29,58
TORRES DE SANUI,MES   DE   80  ANYS,35,59,94
"BASSES D,ALPICAT",DE   0  A   5  ANYS,30,32,62
"BASSES D,ALPICAT",DE   6  A  10  ANYS,44,48,92
"BASSES D,ALPICAT",DE  11  A  15  ANYS,58,65,123
"BASSES D,ALPICAT",DE  16  A  20  ANYS,65,55,120
"BASSES D,ALPICAT",DE  21  A  25  ANYS,53,49,102
"BASSES D,ALPICAT",DE  26  A  30  ANYS,42,44,86
"BASSES D,ALPICAT",DE  31  A  35  ANYS,44,39,83
"BASSES D,ALPICAT",DE  36  A  40  ANYS,54,42,96
"BASSES D,ALPICAT",DE  41  A  45  ANYS,58,63,121
"BASSES D,ALPICAT",DE  46  A  50  ANYS,83,70,153
"BASSES D,ALPICAT",DE  51  A  55  ANYS,82,84,166
"BASSES D,ALPICAT",DE  56  A  60  ANYS,86,75,161
"BASSES D,ALPICAT",DE  61  A  65  ANYS,81,67,148
"BASSES D,ALPICAT",DE  66  A  70  ANYS,53,46,99
"BASSES D,ALPICAT",DE  71  A  75  ANYS,25,37,62
"BASSES D,ALPICAT",DE  76  A  80  ANYS,33,34,67
"BASSES D,ALPICAT",MES   DE   80  ANYS,46,73,119
LLIVIA,DE   0  A   5  ANYS,58,49,107
LLIVIA,DE   6  A  10  ANYS,30,47,77
LLIVIA,DE  11  A  15  ANYS,46,22,68
LLIVIA,DE  16  A  20  ANYS,27,32,59
LLIVIA,DE  21  A  25  ANYS,38,47,85
LLIVIA,DE  26  A  30  ANYS,59,56,115
LLIVIA,DE  31  A  35  ANYS,71,53,124
LLIVIA,DE  36  A  40  ANYS,65,63,128
LLIVIA,DE  41  A  45  ANYS,57,56,113
LLIVIA,DE  46  A  50  ANYS,63,57,120
LLIVIA,DE  51  A  55  ANYS,56,42,98
LLIVIA,DE  56  A  60  ANYS,45,46,91
LLIVIA,DE  61  A  65  ANYS,33,50,83
LLIVIA,DE  66  A  70  ANYS,45,43,88
LLIVIA,DE  71  A  75  ANYS,38,35,73
LLIVIA,DE  76  A  80  ANYS,28,47,75
LLIVIA,MES   DE   80  ANYS,51,86,137
RAIMAT - SUCHS,DE   0  A   5  ANYS,40,36,76
RAIMAT - SUCHS,DE   6  A  10  ANYS,38,37,75
RAIMAT - SUCHS,DE  11  A  15  ANYS,25,35,60
RAIMAT - SUCHS,DE  16  A  20  ANYS,23,26,49
RAIMAT - SUCHS,DE  21  A  25  ANYS,24,17,41
RAIMAT - SUCHS,DE  26  A  30  ANYS,33,24,57
RAIMAT - SUCHS,DE  31  A  35  ANYS,41,31,72
RAIMAT - SUCHS,DE  36  A  40  ANYS,51,36,87
RAIMAT - SUCHS,DE  41  A  45  ANYS,32,44,76
RAIMAT - SUCHS,DE  46  A  50  ANYS,44,32,76
RAIMAT - SUCHS,DE  51  A  55  ANYS,34,37,71
RAIMAT - SUCHS,DE  56  A  60  ANYS,26,30,56
RAIMAT - SUCHS,DE  61  A  65  ANYS,33,38,71
RAIMAT - SUCHS,DE  66  A  70  ANYS,38,23,61
RAIMAT - SUCHS,DE  71  A  75  ANYS,23,37,60
RAIMAT - SUCHS,DE  76  A  80  ANYS,19,28,47
RAIMAT - SUCHS,MES   DE   80  ANYS,39,34,73
